0.10137  	0.05080  	0.15319  	0.07952  	-0.0433  	0.21809  	0.12967  	0.18166  	0.45215  	0.03686  	0.17768  	0.46974  	-0.0658  	-1.0728  	-0.1615  	0.67267  	0.08867  	0.31308  	0.35346  	0.01741  	0.33956  	0.30211  	0.14810  	0.38002  	-0.0735  	-0.1535  	0.26119  	-0.9695  	-0.4865  	-0.0553  	0.06433  	0.25271  	-0.0198  	-0.0131  	0.16399  	-0.2057  	0.36702  	0.24641  	-0.2480  	0.21574  	0.41123  	-0.0170  	0.05709  	0.35214  	0.06697  	-0.0312  	0.04094  	-0.0099  	-0.0006  	0.03972  	-3.8128  	0.03416  	-0.0387  	0.03922  	-0.0233  	-0.0440  	-0.0291  	-0.0133  	-0.0390  	0.02603  	-0.0167  	-0.0540  	0.08340  	0.01138  	0.10845  	0.17833  	0.07323  	-0.0061  	0.02366  	0.54155  	1.08530  	126.658  	106.373  	
0.05200  	0.05406  	0.10955  	0.06950  	-0.0577  	0.18156  	0.10747  	0.16337  	0.43832  	0.02077  	0.19587  	0.44442  	-0.0810  	-1.0807  	-0.1339  	0.65740  	0.09317  	0.30628  	0.34427  	0.00028  	0.36268  	0.31468  	0.15596  	0.39515  	-0.0768  	-0.1500  	0.25829  	-0.9967  	-0.5088  	-0.0601  	0.06521  	0.25986  	-0.0289  	-0.0149  	0.17398  	-0.2253  	0.38779  	0.24991  	-0.2663  	0.21427  	0.41751  	-0.0198  	0.04406  	0.35336  	0.06538  	-0.0262  	0.04061  	-0.0191  	-0.0081  	0.05033  	0.00071  	0.03440  	-0.0352  	0.04000  	-0.0260  	-0.0440  	-0.0317  	-0.0119  	-0.0349  	0.02453  	-0.0181  	-0.0476  	0.08005  	0.00670  	0.10845  	0.17833  	0.07323  	-0.0061  	0.02366  	0.54155  	1.08530  	126.658  	106.373  	
0.05752  	0.04572  	0.08862  	0.08009  	-0.0445  	0.19008  	0.11893  	0.15516  	0.43961  	0.02166  	0.18298  	0.42328  	-0.0739  	-1.0860  	-0.1178  	0.64471  	0.09780  	0.30153  	0.35046  	0.00681  	0.34838  	0.31979  	0.15457  	0.39817  	-0.0688  	-0.1550  	0.26918  	-0.9963  	-0.5044  	-0.0546  	0.06214  	0.25727  	-0.0349  	-0.0134  	0.18209  	-0.2221  	0.38166  	0.24535  	-0.2617  	0.23121  	0.40832  	-0.0189  	0.04043  	0.35342  	0.06633  	-0.0273  	0.03863  	-0.0183  	-0.0092  	0.05018  	0.00375  	0.03657  	-0.0378  	0.03906  	-0.0255  	-0.0419  	-0.0308  	-0.0119  	-0.0359  	0.02244  	-0.0187  	-0.0482  	0.07921  	0.00635  	0.10845  	0.17833  	0.07323  	-0.0061  	0.02366  	0.54155  	1.08530  	126.658  	106.373  	
0.15186  	0.05460  	0.14810  	0.19012  	0.03827  	0.27707  	0.15344  	0.16437  	0.41263  	-0.0038  	0.03913  	0.40945  	-0.0157  	-0.9831  	-0.0669  	0.66882  	0.06936  	0.31615  	0.36036  	0.02305  	0.28138  	0.34437  	0.08793  	0.38392  	0.01686  	-0.1673  	0.27835  	-0.9358  	-0.4084  	-0.0117  	0.04985  	0.24397  	-0.0340  	-0.0121  	0.18200  	-0.1790  	0.30724  	0.20017  	-0.2243  	0.25645  	0.38834  	-0.0025  	0.04082  	0.35525  	0.06691  	-0.0317  	0.03554  	0.00146  	0.00774  	0.03636  	0.01029  	0.03376  	-0.0385  	0.03426  	-0.0234  	-0.0386  	-0.0275  	-0.0125  	-0.0435  	0.02764  	-0.0203  	-0.0527  	0.08554  	0.00895  	0.10845  	0.17833  	0.07323  	-0.0061  	0.02366  	0.54155  	1.08530  	126.658  	106.373  	
0.15761  	0.03780  	0.14538  	0.24130  	0.10141  	0.23228  	0.17344  	0.14474  	0.40799  	0.02308  	0.02433  	0.42270  	-0.0051  	-1.0157  	-0.1447  	0.66157  	0.01942  	0.38055  	0.34371  	0.10320  	0.16993  	0.31952  	-0.0051  	0.28574  	0.02541  	-0.1567  	0.18286  	-0.8403  	-0.2728  	0.01072  	0.04809  	0.23047  	-0.0069  	-0.0028  	0.12660  	-0.1186  	0.22654  	0.18131  	-0.1587  	0.28021  	0.41133  	-0.0029  	0.04272  	0.35659  	0.07663  	-0.0314  	0.03817  	0.01095  	0.01364  	0.03279  	0.01993  	0.03177  	-0.0336  	0.03138  	-0.0185  	-0.0408  	-0.0217  	-0.0113  	-0.0383  	0.02889  	-0.0240  	-0.0610  	0.08195  	0.00648  	0.10845  	0.17833  	0.07323  	-0.0061  	0.02366  	0.54155  	1.08530  	126.658  	106.373  	
0.18138  	0.00959  	0.15138  	0.30038  	0.13680  	0.30697  	0.17320  	0.15394  	0.39907  	0.03192  	-0.1422  	0.31496  	0.06053  	-0.9169  	-0.1019  	0.59703  	0.02986  	0.37628  	0.32263  	0.05521  	0.12888  	0.37977  	-0.0114  	0.28356  	0.08502  	-0.1765  	0.22722  	-0.8632  	-0.2266  	0.06155  	0.04921  	0.23947  	-0.0397  	0.00631  	0.11127  	-0.1223  	0.21220  	0.16709  	-0.1274  	0.29117  	0.41376  	0.00766  	0.04421  	0.36420  	0.06929  	-0.0273  	0.02833  	0.02590  	0.02077  	0.02895  	0.01561  	0.03401  	-0.0362  	0.02738  	-0.0175  	-0.0383  	-0.0258  	-0.0110  	-0.0394  	0.03000  	-0.0204  	-0.0544  	0.07729  	0.00749  	0.10845  	0.17833  	0.07323  	-0.0061  	0.02366  	0.54155  	1.08530  	126.658  	106.373  	
-0.0506  	-0.0132  	-0.0826  	0.09561  	0.03102  	0.03359  	0.19398  	0.01713  	0.35317  	0.11856  	-0.0740  	0.30027  	-0.0103  	-1.0207  	-0.1343  	0.47162  	0.04805  	0.39567  	0.32782  	0.09016  	0.06511  	0.30660  	-0.0478  	0.29368  	0.06987  	-0.1422  	0.19012  	-0.8527  	-0.2353  	0.01647  	0.03940  	0.22733  	-0.0439  	-0.0035  	0.09865  	-0.0904  	0.16861  	0.17332  	-0.1579  	0.32240  	0.45617  	0.00925  	0.04573  	0.35362  	0.07533  	-0.0215  	0.03677  	0.00697  	0.00687  	0.03734  	0.00254  	0.03675  	-0.0481  	0.03502  	-0.0242  	-0.0497  	-0.0324  	-0.0141  	-0.0336  	0.02033  	-0.0254  	-0.0604  	0.06939  	0.00146  	0.10845  	0.17833  	0.07323  	-0.0061  	0.02366  	0.54155  	1.08530  	126.658  	106.373  	
-0.4143  	-0.1388  	-0.2025  	-0.0736  	-0.0007  	-0.1137  	0.14514  	-0.1361  	0.28335  	0.19216  	0.05212  	0.37238  	-0.1347  	-1.4692  	-0.4304  	0.54648  	0.03339  	0.44598  	0.35600  	0.16704  	-0.1261  	0.30541  	-0.0176  	0.24273  	0.03822  	-0.1424  	0.04351  	-0.5863  	-0.0812  	0.00679  	0.06233  	0.21457  	-0.0995  	0.02041  	-0.0671  	0.02052  	0.02708  	0.15387  	-0.1241  	0.33440  	0.50532  	-0.0208  	0.03897  	0.36527  	0.06745  	-0.0333  	0.03296  	-0.0094  	-0.0026  	0.03000  	0.01039  	0.03736  	-0.0393  	0.02941  	-0.0199  	-0.0644  	-0.0131  	-0.0074  	-0.0318  	0.01601  	-0.0230  	-0.0686  	0.08614  	0.01236  	0.10845  	0.17833  	0.07323  	-0.0061  	0.02366  	0.54155  	1.08530  	126.658  	106.373  	
-0.3224  	-0.1172  	-0.1630  	-0.0011  	0.03971  	-0.0545  	0.09061  	-0.0864  	0.30624  	0.14662  	0.00632  	0.43474  	-0.1252  	-1.4289  	-0.4095  	0.57438  	0.05349  	0.42644  	0.35286  	0.17894  	-0.0945  	0.30964  	0.03636  	0.25673  	-0.0259  	-0.1242  	0.02478  	-0.6103  	-0.1481  	-0.0177  	0.06478  	0.20987  	-0.0801  	0.01847  	-0.0362  	-0.0127  	0.06478  	0.15229  	-0.1475  	0.32984  	0.49160  	-0.0169  	0.04811  	0.37527  	0.07088  	-0.0389  	0.03958  	-0.0112  	-0.0055  	0.04130  	0.01318  	0.03086  	-0.0402  	0.03096  	-0.0256  	-0.0624  	-0.0159  	-0.0096  	-0.0325  	0.01817  	-0.0338  	-0.0676  	0.07888  	0.01131  	0.10845  	0.17833  	0.07323  	-0.0061  	0.02366  	0.54155  	1.08530  	126.658  	106.373  	
-0.3112  	-0.1001  	-0.1223  	-0.0419  	0.00248  	-0.0216  	0.10259  	-0.0499  	0.35830  	0.19539  	-0.0356  	0.45612  	-0.0362  	-1.3607  	-0.4171  	0.59505  	0.05868  	0.45927  	0.36307  	0.19514  	-0.1001  	0.29242  	0.04450  	0.23867  	-0.0545  	-0.1117  	-0.0189  	-0.6197  	-0.1626  	-0.0631  	0.10850  	0.19843  	-0.0333  	0.01685  	-0.0574  	-0.0548  	0.03194  	0.14056  	-0.1288  	0.33098  	0.52531  	-0.0348  	0.06685  	0.35595  	0.07048  	-0.0363  	0.05324  	-0.0006  	-0.0061  	0.03748  	0.01012  	0.03121  	-0.0397  	0.02073  	-0.0302  	-0.0618  	-0.0207  	-0.0080  	-0.0347  	0.01743  	-0.0192  	-0.0623  	0.08125  	0.01428  	0.10845  	0.17833  	0.07323  	-0.0061  	0.02366  	0.54155  	1.08530  	126.658  	106.373  	
